ticker,snapshot_date,spot,expiry,dte,option_type,strike,bid,ask,mid,last,iv,volume,open_interest,moneyness
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,650.0,0.02,0.03,0.025,0.05,0.38477177734374995,36.0,122,0.8727409093039806
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,655.0,0.02,0.03,0.025,0.05,0.36524072265625,1.0,351,0.8794543009140112
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,665.0,0.02,0.03,0.025,0.04,0.32617861328125,21.0,30,0.8928810841340724
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,670.0,0.03,0.04,0.035,0.05,0.31641308593749995,163.0,62,0.8995944757441031
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,675.0,0.03,0.04,0.035,0.07,0.29492892578124996,67.0,84,0.9063078673541337
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,680.0,0.03,0.04,0.035,0.04,0.27539787109374997,160.0,97,0.9130212589641643
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,685.0,0.04,0.05,0.045,0.04,0.2617261328125,201.0,116,0.9197346505741949
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,690.0,0.05,0.06,0.055,0.11,0.247077841796875,119.0,215,0.9264480421842256
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,695.0,0.06,0.07,0.065,0.1,0.2309647216796875,1687.0,205,0.9331614337942562
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,700.0,0.07,0.08,0.07500000000000001,0.07,0.2133867724609375,108.0,440,0.9398748254042868
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,701.0,0.08,0.09,0.08499999999999999,0.08,0.2124102197265625,14.0,204,0.941217503726293
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,702.0,0.08,0.09,0.08499999999999999,0.1,0.20801573242187496,48.0,130,0.9425601820482991
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,703.0,0.08,0.09,0.08499999999999999,0.17,0.20410952148437497,308.0,93,0.9439028603703051
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,704.0,0.09,0.1,0.095,0.09,0.20215641601562498,121.0,87,0.9452455386923113
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,705.0,0.09,0.1,0.095,0.17,0.198250205078125,102.0,229,0.9465882170143174
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,706.0,0.1,0.11,0.10500000000000001,0.1,0.196297099609375,46.0,43,0.9479308953363236
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,707.0,0.11,0.12,0.11499999999999999,0.12,0.194343994140625,542.0,72,0.9492735736583297
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,708.0,0.11,0.13,0.12,0.11,0.19190261230468753,310.0,204,0.9506162519803358
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,709.0,0.12,0.13,0.125,0.19,0.187508125,109.0,252,0.9519589303023419
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,710.0,0.13,0.14,0.135,0.21,0.18506674316406246,118.0,120,0.9533016086243481
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,711.0,0.14,0.16,0.15000000000000002,0.17,0.1840901904296875,446.0,643,0.9546442869463542
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,712.0,0.16,0.17,0.165,0.18,0.18116053222656248,230.0,339,0.9559869652683602
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,713.0,0.17,0.18,0.175,0.21,0.1782308740234375,226.0,291,0.9573296435903664
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,714.0,0.19,0.2,0.195,0.22,0.17652190673828128,189.0,176,0.9586723219123725
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,715.0,0.2,0.22,0.21000000000000002,0.2,0.17456880126953128,501.0,162,0.9600150002343787
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,716.0,0.22,0.24,0.22999999999999998,0.37,0.17237155761718753,204.0,338,0.9613576785563848
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,717.0,0.25,0.26,0.255,0.26,0.16993017578125003,134.0,343,0.962700356878391
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,718.0,0.27,0.28,0.275,0.42,0.16700051757812504,126.0,261,0.964043035200397
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,719.0,0.3,0.31,0.305,0.32,0.16529155029296877,139.0,58,0.9653857135224032
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,720.0,0.33,0.34,0.335,0.34,0.16309430664062502,1426.0,345,0.9667283918444093
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,721.0,0.36,0.38,0.37,0.37,0.16138533935546873,329.0,195,0.9680710701664154
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,722.0,0.4,0.41,0.405,0.52,0.15857775024414064,312.0,279,0.9694137484884215
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,723.0,0.44,0.46,0.45,0.47,0.15711292114257813,458.0,72,0.9707564268104276
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,724.0,0.49,0.5,0.495,0.53,0.1544274011230469,591.0,188,0.9720991051324338
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,725.0,0.54,0.55,0.545,0.57,0.15223015747070315,1134.0,275,0.9734417834544399
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,726.0,0.6,0.61,0.605,0.67,0.15027705200195315,590.0,269,0.9747844617764461
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,727.0,0.66,0.68,0.67,0.71,0.148446015625,536.0,163,0.9761271400984521
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,728.0,0.73,0.75,0.74,0.78,0.14624877197265623,821.0,86,0.9774698184204583
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,729.0,0.81,0.83,0.8200000000000001,0.88,0.14411256286621094,551.0,409,0.9788124967424644
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,730.0,0.9,0.92,0.91,0.9,0.14203738830566404,1879.0,652,0.9801551750644705
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,731.0,1.0,1.01,1.005,0.93,0.13953497192382813,589.0,184,0.9814978533864767
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,732.0,1.1,1.12,1.11,1.2,0.13739876281738284,1201.0,286,0.9828405317084827
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,733.0,1.23,1.25,1.24,1.32,0.13562876098632815,507.0,402,0.9841832100304889
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,734.0,1.36,1.38,1.37,1.36,0.13324841369628904,816.0,182,0.985525888352495
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,735.0,1.51,1.53,1.52,1.56,0.1310511700439453,1866.0,417,0.9868685666745012
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,736.0,1.67,1.7,1.685,1.68,0.12903703002929687,1439.0,889,0.9882112449965073
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,737.0,1.86,1.88,1.87,1.95,0.1266566827392578,1286.0,292,0.9895539233185134
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,738.0,2.06,2.09,2.075,2.1,0.12464254272460937,1037.0,531,0.9908966016405195
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,739.0,2.28,2.31,2.295,2.2,0.12226219543457033,1618.0,1009,0.9922392799625256
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,740.0,2.53,2.57,2.55,2.54,0.1203090899658203,3953.0,323,0.9935819582845318
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,741.0,2.81,2.85,2.83,2.94,0.118172880859375,1949.0,252,0.9949246366065378
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,742.0,3.12,3.15,3.135,3.29,0.1157314990234375,3526.0,960,0.996267314928544
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,743.0,3.46,3.49,3.475,3.51,0.11359528991699218,2245.0,358,0.9976099932505501
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,744.0,3.83,3.87,3.85,3.89,0.11158114990234375,1516.0,271,0.9989526715725563
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,745.0,4.24,4.28,4.26,4.4,0.10944494079589843,2384.0,672,1.0002953498945624
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,747.0,5.11,5.31,5.21,5.41,0.10761390441894532,1568.0,638,1.0029807065385747
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,748.0,5.63,5.85,5.74,5.95,0.10578286804199218,5626.0,395,1.0043233848605808
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,750.0,6.75,7.26,7.005,7.97,0.10822424987792968,1621.0,199,1.007008741504593
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,751.0,7.42,7.98,7.7,11.0,0.10852942260742188,707.0,82,1.008351419826599
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,753.0,8.9,9.53,9.215,10.34,0.10975011352539063,211.0,31,1.0110367764706114
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,755.0,10.55,11.33,10.940000000000001,13.5,0.11695218994140624,125.0,26,1.0137221331146236
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,757.0,11.36,13.82,12.59,13.32,0.15009394836425782,26.0,6,1.016407489758636
SPY,2026-07-02,744.780029296875,2026-07-09,7,put,760.0,14.2,17.23,15.715,18.24,0.18720295227050782,84.0,10,1.0204355247246542
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,360.0,383.26,386.78,385.02,373.85,1.4472683886718751,1.0,4,0.48336419592220464
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,365.0,378.27,381.79,380.03,382.84,1.4287137939453123,43.0,10,0.49007758753223524
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,370.0,368.15,370.93,369.53999999999996,355.11,1.0000000000000003e-05,10.0,1,0.4967909791422659
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,375.0,363.16,365.94,364.55,358.95,1.0000000000000003e-05,13.0,5,0.5035043707522965
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,380.0,363.3,366.81,365.055,358.86,1.3681672216796876,,0,0.5102177623623271
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,385.0,358.3,361.82,360.06,352.07,1.3457063964843747,,0,0.5169311539723578
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,395.0,348.32,351.84,350.08,364.65,1.3085972070312497,,0,0.530357937192419
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,400.0,343.33,346.85,345.09000000000003,333.9,1.2890660546875,1.0,3,0.5370713288024496
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,405.0,338.34,341.86,340.1,325.39,1.2705114599609373,4.0,0,0.5437847204124803
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,410.0,328.09,330.9,329.495,249.1,1.0000000000000003e-05,,0,0.5504981120225109
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,420.0,323.37,326.89,325.13,326.42,1.2138711181640622,1.0,4,0.563924895242572
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,425.0,318.38,321.89,320.135,308.82,1.1923868505859376,6.0,6,0.5706382868526026
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,430.0,313.39,316.9,315.145,304.52,1.173832255859375,4.0,14,0.5773516784626334
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,435.0,308.4,311.91,310.155,299.5,1.1552776611328124,4.0,12,0.584065070072664
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,440.0,303.41,306.92,305.165,294.57,1.1367230664062502,4.0,51,0.5907784616826945
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,445.0,298.41,301.93,300.17,289.54,1.1162153564453123,4.0,15,0.5974918532927251
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,450.0,294.35,296.31,295.33000000000004,284.86,1.144047248535156,21.0,1162,0.6042052449027558
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,460.0,283.44,286.96,285.2,268.8,1.0605515722656251,1.0,15,0.617632028122817
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,465.0,278.45,281.97,280.21000000000004,264.02,1.0419969775390627,1.0,1,0.6243454197328476
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,470.0,273.46,276.98,275.22,280.81,1.023930661621094,3.0,6,0.6310588113428783
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,475.0,268.47,271.99,270.23,254.23,1.0058643457031249,,8,0.6377722029529089
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,480.0,263.48,267.0,265.24,263.87,0.9873048144531251,3.0,1,0.6444855945629395
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,485.0,258.49,262.01,260.25,265.3,0.9692385888671875,1.0,1,0.6511989861729701
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,490.0,253.5,257.02,255.26,258.5,0.9511723632812499,25.0,25,0.6579123777830007
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,495.0,248.51,252.03,250.26999999999998,250.27,0.9331061376953125,1.0,23,0.6646257693930314
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,500.0,244.44,246.41,245.425,244.78,0.948242705078125,24.0,2035,0.671339161003062
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,505.0,238.53,242.05,240.29000000000002,229.93,0.8969736865234373,2.0,16,0.6780525526130926
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,510.0,233.54,237.06,235.3,230.43,0.8791515991210936,5.0,5,0.6847659442231232
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,515.0,228.55,232.07,230.31,234.18,0.86132951171875,1.0,57,0.6914793358331539
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,520.0,223.56,227.08,225.32,219.97,0.8432632861328124,1.0,10,0.6981927274431845
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,525.0,218.57,222.09,220.32999999999998,225.66,0.8256853369140623,1.0,42,0.7049061190532151
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,530.0,213.58,217.1,215.34,222.3,0.8081073876953124,1.0,4,0.7116195106632457
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,535.0,208.59,212.11,210.35000000000002,202.93,0.7902853002929688,1.0,1,0.7183329022732764
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,540.0,204.52,206.5,205.51,207.35,0.7993184130859375,1.0,2529,0.725046293883307
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,545.0,198.61,202.13,200.37,207.28,0.754885263671875,9.0,10,0.7317596854933376
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,550.0,193.62,197.14,195.38,192.55,0.737307314453125,1.0,17,0.7384730771033682
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,555.0,188.63,192.15,190.39,192.18,0.719729365234375,1.0,11,0.7451864687133988
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,560.0,183.64,187.16,185.39999999999998,189.58,0.7023955541992188,1.0,23,0.7518998603234295
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,565.0,178.66,182.17,180.415,175.56,0.6857941577148439,8.0,77,0.7586132519334601
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,570.0,174.61,176.55,175.58,177.34,0.6911651977539064,2.0,129,0.7653266435434907
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,575.0,168.68,172.19,170.435,171.3,0.6508823974609376,1.0,93,0.7720400351535213
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,580.0,163.69,167.21,165.45,160.59,0.6342810009765626,32.0,62,0.778753426763552
SPY,2026-07-02,744.780029296875,2026-07-17,15,call,585.0,158.7,162.22,160.45999999999998,155.59,0.6167030517578126,12.0,25,0.7854668183735826
